ID,SkillName,NameEffectID,SkillDesc,SkillType,Pr,Lv,clipname,effectTime,NumTime,BeattackclipTime,BeattackEffectTime,CastEffectAssetID,EffectAssetID,BeAttackAssetID,resIconName,GloAction,GloCondition,Actions,Conditions,ImpactPropType,ImpactPropNum,LevelUpNeedItem
5509,召唤,,召唤5个僵尸。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,14,14,chaoyunIcon_icon,"zhaohuan_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
5510,召唤,,召唤5个僵尸。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,14,14,chaoyunIcon_icon,"zhaohuan_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
5511,召唤,,刺客阿一。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,14,14,chaoyunIcon_icon,"zhaohuan_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
5512,点燃,560,点燃，每回合掉50%血。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,39,41,-1,zhongduIcon_icon,"dianran(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
5513,自爆,,一定概率让敌人立即死亡。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,89,-1,chaoyunIcon_icon,"zibao(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
5514,召唤风精,,50级副本风精。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,14,14,chaoyunIcon_icon,"zhaohuan_ziji(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
5515,召唤自己,,召唤5个僵尸。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,14,14,chaoyunIcon_icon,"zhaohuan_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
5516,召唤,,召唤5个僵尸。,SKT_Active,,1,,0.1,0.5,0.5,0.5,79,14,14,chaoyunIcon_icon,"zhaohuan_jingying(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
9001,乱射,532,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,46,8,luansheIcon_icon,,"Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)","guid_luanshe_atk(RECEIVER, ARG0, ARG1, ARG2,ARG3);guid_luanshe_skill_1(RECEIVER, ARG0, ARG1, ARG2,ARG3);guid_luanshe_skill_2(RECEIVER, ARG0, ARG1, ARG2,ARG3);guid_luanshe_skill_3(RECEIVER, ARG0, ARG1, ARG2,ARG3);guid_luanshe_skill_4(RECEIVER, ARG0, ARG1, ARG2,ARG3);guid_luanshe_skill_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,
9002,十字魔法寒冰箭,537,,SKT_Active,,1,,0.1,0.5,0.5,0.5,4,60,8,UniverseIcon_icon,"guid_qiangli_fengren(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9003,神圣突击,567,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,-1,2,UniverseIcon_icon,"guid_qiankun10(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9004,攻击,565,,SKT_Active,,1,,0.1,0.5,0.5,0.5,-1,-1,8,gongji_icon,"guid_renzhe_atk(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","nrm_atk_condition(RECEIVER, ARG0, ARG1, ARG2)",,,,,
9005,全体回复术,505,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,10,-1,chaobuIcon_icon,"guid_buxue_quanti(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9006,昏睡,,,SKT_Active,,1,,0.1,0.5,0.5,0.5,39,41,-1,chaoshuiIcon_icon,"guid_hunshui_quanti(RECEIVER, ARG0, ARG1, ARG2,ARG3)",,,,,,
9007,元气爆,549,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,13,8,qigongdanIcon_icon,"guid_qigongdan_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","nrm_atk_condition(RECEIVER, ARG0, ARG1, ARG2)",,,,,
9008,小试牛刀,,新手必备技能。,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,46,2,UniverseIcon_icon,"skill_qiankun_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","nrm_atk_condition(RECEIVER, ARG0, ARG1, ARG2)",,,,,
9009,连击,531,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,-1,12,lianjiIcon_icon,,,"guid_lianji_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4);guid_lianji_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4);guid_lianji_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5);Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,
9010,气绝恢复,550,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,33,-1,qijueIcon_icon,"guid_qijue(RECEIVER, ARG0, ARG1, ARG2)",,,,,,
9011,狂暴,561,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,-1,18,zhurenIcon_icon,"guid_zhuren_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9012,自体再生,533,,SKT_Active,,1,,0.1,0.5,0.5,0.5,-1,29,-1,jiezaoIcon_icon,"guid_mingjing_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9013,攻吸,,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,40,-1,gongxiIcon_icon,"guid_gongxi_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9014,毒素等级1,,,SKT_Active,,1,,0.1,0.5,0.5,0.5,39,41,-1,zhongduIcon_icon,"guid_zhongdu_skill_1(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9015,破防等级10,,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,-1,19,bengjiIcon_icon,"guid_bengji(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,level)","nrm_atk_condition(RECEIVER, ARG0, ARG1, ARG2)",,,,,
9016,全体魔法石突,514,,SKT_Active,,1,,0.1,0.5,0.5,0.5,4,68,-1,chaofengIcon_icon,"guid_mofa_quanti(RECEIVER, ARG0, ARG1, ARG2, ARG3)",,,,,,
9017,恢复,,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,43,-1,chaohuiIcon_icon,"guid_huifu_quanti(RECEIVER, ARG0, ARG1, ARG2,ARG3)",,,,,,
9018,神圣突击,567,,SKT_Active,,1,,0.1,0.5,0.5,0.5,7,92,2,UniverseIcon_icon,"guid_qiankun9(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9019,回复术,503,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,10,-1,chaobuIcon_icon,"guid_buxue_danti(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9020,回复术,503,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,10,-1,chaobuIcon_icon,"guid_buxue_danti2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9021,全体回复术,505,,SKT_Active,,1,,0.1,0.5,0.5,0.5,78,10,-1,chaobuIcon_icon,"guid_buxue_quanti2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,,,,
9022,魔法风刃,517,,SKT_Active,,1,,0.1,0.5,0.5,0.5,4,56,-1,chaofengIcon_icon,"guid_mofa_danti(RECEIVER, ARG0, ARG1, ARG2, ARG3)",,,,,,
11001,挖掘1级,,,SKT_Gather,,1,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11002,挖掘2级,,,SKT_Gather,,2,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11003,挖掘3级,,,SKT_Gather,,3,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11004,挖掘4级,,,SKT_Gather,,4,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11005,挖掘5级,,,SKT_Gather,,5,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11006,挖掘6级,,,SKT_Gather,,6,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11007,挖掘7级,,,SKT_Gather,,7,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11008,挖掘8级,,,SKT_Gather,,8,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11009,挖掘9级,,,SKT_Gather,,9,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11010,挖掘10级,,,SKT_Gather,,10,,0.1,0.5,0.5,0.5,,,,wajueIcon_icon,,,,,,,
11101,伐木1级,,,SKT_Gather,,1,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11102,伐木2级,,,SKT_Gather,,2,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11103,伐木3级,,,SKT_Gather,,3,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11104,伐木4级,,,SKT_Gather,,4,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11105,伐木5级,,,SKT_Gather,,5,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11106,伐木6级,,,SKT_Gather,,6,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11107,伐木7级,,,SKT_Gather,,7,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11108,伐木8级,,,SKT_Gather,,8,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11109,伐木9级,,,SKT_Gather,,9,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11110,伐木10级,,,SKT_Gather,,10,,0.1,0.5,0.5,0.5,,,,famuIcon_icon,,,,,,,
11201,狩猎1级,,,SKT_Gather,,1,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11202,狩猎2级,,,SKT_Gather,,2,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11203,狩猎3级,,,SKT_Gather,,3,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11204,狩猎4级,,,SKT_Gather,,4,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11205,狩猎5级,,,SKT_Gather,,5,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11206,狩猎6级,,,SKT_Gather,,6,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11207,狩猎7级,,,SKT_Gather,,7,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11208,狩猎8级,,,SKT_Gather,,8,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11209,狩猎9级,,,SKT_Gather,,9,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
11210,狩猎10级,,,SKT_Gather,,10,,0.1,0.5,0.5,0.5,,,,shoulieIcon_icon,,,,,,,
12001,铸剑1级,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12002,铸剑2级,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12003,铸剑3级,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12004,铸剑4级,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12005,铸剑5级,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12006,铸剑6级,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12007,铸剑7级,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12008,铸剑8级,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12009,铸剑9级,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12010,铸剑10级,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12101,造枪等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12102,造枪等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12103,造枪等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12104,造枪等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12105,造枪等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12106,造枪等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12107,造枪等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12108,造枪等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12109,造枪等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12110,造枪等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12201,造斧等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12202,造斧等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12203,造斧等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12204,造斧等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12205,造斧等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12206,造斧等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12207,造斧等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12208,造斧等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12209,造斧等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12210,造斧等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12301,造杖等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12302,造杖等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12303,造杖等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12304,造杖等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12305,造杖等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12306,造杖等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12307,造杖等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12308,造杖等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12309,造杖等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12310,造杖等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12401,造弓等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12402,造弓等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12403,造弓等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12404,造弓等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12405,造弓等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12406,造弓等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12407,造弓等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12408,造弓等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12409,造弓等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12410,造弓等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12501,造小刀等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12502,造小刀等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12503,造小刀等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12504,造小刀等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12505,造小刀等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12506,造小刀等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12507,造小刀等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12508,造小刀等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12509,造小刀等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12510,造小刀等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12601,造投掷武器等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12602,造投掷武器等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12603,造投掷武器等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12604,造投掷武器等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12605,造投掷武器等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12606,造投掷武器等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12607,造投掷武器等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12608,造投掷武器等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12609,造投掷武器等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12610,造投掷武器等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12701,制盾等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12702,制盾等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12703,制盾等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12704,制盾等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12705,制盾等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12706,制盾等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12707,制盾等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12708,制盾等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12709,制盾等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
12710,制盾等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13101,制头盔等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13102,制头盔等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13103,制头盔等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13104,制头盔等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13105,制头盔等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13106,制头盔等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13107,制头盔等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13108,制头盔等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13109,制头盔等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13110,制头盔等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13201,制帽子等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13202,制帽子等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13203,制帽子等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13204,制帽子等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13205,制帽子等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13206,制帽子等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13207,制帽子等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13208,制帽子等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13209,制帽子等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
13210,制帽子等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14101,制铠甲等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14102,制铠甲等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14103,制铠甲等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14104,制铠甲等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14105,制铠甲等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14106,制铠甲等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14107,制铠甲等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14108,制铠甲等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14109,制铠甲等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14110,制铠甲等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14201,制衣服等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14202,制衣服等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14203,制衣服等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14204,制衣服等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14205,制衣服等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14206,制衣服等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14207,制衣服等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14208,制衣服等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14209,制衣服等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14210,制衣服等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14301,制长袍等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14302,制长袍等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14303,制长袍等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14304,制长袍等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14305,制长袍等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14306,制长袍等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14307,制长袍等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14308,制长袍等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14309,制长袍等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
14310,制长袍等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15101,制靴等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15102,制靴等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15103,制靴等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15104,制靴等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15105,制靴等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15106,制靴等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15107,制靴等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15108,制靴等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15109,制靴等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15110,制靴等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15201,制鞋等级1,,,SKT_Make,,1,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15202,制鞋等级2,,,SKT_Make,,2,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15203,制鞋等级3,,,SKT_Make,,3,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15204,制鞋等级4,,,SKT_Make,,4,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15205,制鞋等级5,,,SKT_Make,,5,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15206,制鞋等级6,,,SKT_Make,,6,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15207,制鞋等级7,,,SKT_Make,,7,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15208,制鞋等级8,,,SKT_Make,,8,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15209,制鞋等级9,,,SKT_Make,,9,,0.1,0.5,0.5,0.5,,,,,,,,,,,
15210,制鞋等级10,,,SKT_Make,,10,,0.1,0.5,0.5,0.5,,,,,,,,,,,
